🇰🇷HANGUO,#genre#
tvN THE K2,https://d32khooduen8y3.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p170vbjf0s68a-ssai-prd/2e874342_9a2c_48e9_9066_7ab3a3284a80/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC320002200
TVN SHOW,http://58.142.60.62:9981/stream/channelid/814405847
TVN Story,http://121.176.2.26:9981/stream/channelid/4
TVN Story,https://cutt.ly/Ha_Noi_IPTV_21-tvN_Story-Cau_chuyen_Dac_sac
ChunghwaTV,http://mytv.dothome.co.kr/ch/catv/228.php
ChunghwaTV,https://allanf181.github.io/adaptive-streams/streams/kr/ChunghwaTV.m3u8
National Assembly TV,https://m.webcast.go.kr/live/_definst_/smil:natv_720p.smil/playlist.m3u8
INDIE FILM,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F2601&q=default
POLARIS,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C6901&q=default
WELike,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C8101&q=default
NATV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F3301&q=default
K PLUS,http://210.210.155.35/session/ca58457a-f461-11ed-ab04-a676bdcf2a37/uq2663/h/h08/index.m3u8
COOKTV,http://58.142.60.62:9981/stream/channelid/985811264
GTV,http://58.142.60.62:9981/stream/channelid/1986529233
ENA,https://cutt.ly/Ha_Noi_IPTV_27-ENA-Phim_cho_Nguoi_ham_mo
ENA,http://221.167.205.241:9981/stream/channelid/6
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8
Arirang,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8?checkedby:iptvcat.net
Arirang,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8?checkedby:iptvcat.net
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
MTN-W,http://183.110.27.87/mtnlive/definst/720/playlist.m3u8
MTN-W,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=F4301&q=default
MTN-W,http://fhs7087.bd-31.ktcdn.co.kr/mtnlive/_definst_/720/chunklist_w1050805790.m3u8
MTN-W,https://cdnlive.mtn.co.kr/mtnlive/_definst_/720/playlist.m3u8
MTN-W,http://49.167.236.190:9981/stream/channelid/56
MTN-W,http://183.110.27.87/mtnlive/720/playlist.m3u8
MTN-W,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8?checkedby:iptvcat.net
MTN-W,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
MyStream,http://ye23.win/iptv/korea2021.php?id=myStream
TOMATO TV,https://kr-streams.onrender.com/scraper?channel=226
NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8?checkedby:iptvcat.net
NBS,https://media.joycorp.co.kr:4443/live/ngrp:live_all/playlist.m3u8
TV-WORK,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m301.m3u8
CMC TV,http://49.167.236.190:9981/stream/channelid/93
食客,http://49.167.236.190:9981/stream/channelid/94
FTV,https://kr-streams.onrender.com/scraper?channel=239
FTV,http://mytv.dothome.co.kr/ch/catv/255.php
FTV,https://allanf181.github.io/adaptive-streams/streams/kr/FTV.m3u8
TBS,http://ye23.win/iptv/korea2021.php?id=TBS-a
TBS,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
TBS,http://tbs.hscdn.com/tbstvweb/tbstv/playlist.m3u8
Lifetime,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5902&q=default
Lifetime,http://line.premiumpowers.net:80/Manuel/1234567/941669
Silver-itv,http://silveritv.kr:8080/hls/stream.m3u8
Silver-itv,http://mytv.dothome.co.kr/ch/catv/57.php
Silver-itv,http://m.silveritv.kr:8080/hls/stream.m3u8
EBS1,http://58.142.60.62:9981/stream/channelid/1384850680
EBS1,https://kr-streams.onrender.com/scraper?channel=241
EBS1,http://ye23.win/iptv/korea2021.php?id=EBS1
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/chunklist_w964466433.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBS2,http://ye23.win/iptv/korea2021.php?id=EBS2
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/chunklist_w1022245387.m3u8
Luxury World,http://nano.teleservice.su:8080/hls/luxury.m3u8
NS Home Shopping,http://livestream.nsmall.com:1935/IPHONE/test.m3u8
NS Shop Plus,https://shoppstream.nsmall.com/IPHONE/mobile.m3u8
NS Shop Plus,http://49.167.236.190:9981/stream/channelid/57
Home & Shopping,https://s28.qtcdn.co.kr/media/liveM3U8/idx/518045142/enc/1860408350/playlist.m3u8
Home & Shopping,http://gg.gg/Ha_Noi_IPTV_78-Home_and_Shopping_HD
SK stoa,http://cast.bshopping.co.kr:8080/live/BSHOPPING.daml/playlist.m3u8
Shinsegae TV Shopping,https://liveout.catenoid.net/live-02-shinsegaetvshopping/shinsegaetvshopping_720p/playlist.m3u8
Shinsegae TV Shopping,https://epg.pw/stream/1efa82f44da1ecc72db1d8e3d4eed57114f828115e044385f912502b5e069333.m3u8
Shinsegae TV Shopping,https://liveout.catenoid.net/live-02-shinsegaetvshopping/shinsegaetvshopping_720p/chunklist.m3u8
Shinsegae TV Shopping,http://gg.gg/Ha_Noi_IPTV_67-Shinsegae_Shopping_HD
W Shopping,https://liveout.catenoid.net/live-05-wshopping/wshopping_1500k/playlist.m3u8
W Shopping,http://gg.gg/Ha_Noi_IPTV_75-W_Shopping_HD
GS My Shop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
CJONSTYLE,https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
CJONSTYLE,https://live-ch1.cjonstyle.net/cjmalllive/_definst_/stream2/playlist.m3u8
CJONSTYLE,http://mytv.dothome.co.kr/ch/catv/91.php
CJONSTYLE+,https://live-ch2.cjonstyle.net/cjosplus/live2/playlist.m3u8
CJONSTYLE+,https://kr-streams.onrender.com/scraper?channel=517
CJONSTYLE+,https://live-ch2.cjonstyle.net/cjosplus/_definst_/live2/playlist.m3u8
CJONSTYLE+,http://mytv.dothome.co.kr/ch/catv/92.php
KT SHOPPING,https://fhs8036.bd-61.ktcdn.co.kr/klive/smil:klive.smil/playlist.m3u8
Hyundai Home Shopping Plus,http://gg.gg/Ha_Noi_IPTV_72-Hyundai_Mall_Plus_HD
Hyundai Home Shopping Plus,https://dtvstreaming.hyundaihmall.com/newcjp3/_definst_/newcjpstream.smil/playlist.m3u8
Hyundai Home Shopping Plus,https://kr-streams.onrender.com/scraper?channel=449
Lotte Home Shopping,https://kr-streams.onrender.com/scraper?channel=255
Lotte Home Shopping,https://kr-streams.onrender.com/scraper?channel=440
Lotte Home Shopping,https://pchlslivesw.lotteimall.com/live/livestream/lotteimalllive_mp4.m3u8
Lotte OneTV,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C5602&q=default
Lotte OneTV,http://gg.gg/Ha_Noi_IPTV_77-Lotte_One_TV_HD
Lotte OneTV,https://kr-streams.onrender.com/scraper?channel=923
LOTTE MALL,http://gg.gg/Ha_Noi_IPTV_76-Lotte_Mall_HD
Public Home Shopping,https://kr-streams.onrender.com/scraper?channel=921
Shopping NT,https://sjva.soa1.duckdns.org/klive/api/url.m3u8?m=url&s=wavve&i=C4901&q=default
Shopping NT,https://live.shoppingntmall.com/live/10011.m3u8
Gongyoung Shopping,https://etv.publichs.com/live5.stream/playlist.m3u8
